"department = sweing";"department = finishing_finishing ";"team";"targeted_productivity";"smv";"over_time";"idle_men";"no_of_style_change";"work_cond_f2";"actual_productivity"
0;1;13;0.8;5.13;1080.0;0.0;0.0;62.59000847678962;0.999999
1;0;14;0.8;22.52;360.0;0.0;0.0;52.75374915833045;0.22511945625
1;0;4;0.8;22.52;7020.0;0.0;0.0;59.21792366906577;0.85011396
1;0;11;0.75;11.61;3360.0;0.0;2.0;52.87736604404759;0.7504372690000001
1;0;6;0.6;18.79;3960.0;0.0;0.0;46.13432591711813;0.600710606
1;0;5;0.5;30.1;6960.0;0.0;0.0;54.53761522744591;0.500801724
1;0;11;0.7;25.31;5760.0;0.0;0.0;52.91477310910517;0.7005135659999999
0;1;8;0.7;4.15;1800.0;0.0;0.0;30.004276678332804;0.840888889
0;1;1;0.8;3.94;1440.0;0.0;0.0;50.677742045591614;0.891723485
0;1;5;0.7;4.15;2700.0;0.0;0.0;43.71338119561809;0.9591919190000001
0;1;14;0.7;3.9;960.0;0.0;0.0;34.68378630516845;0.08125
1;0;12;0.8;26.16;7080.0;0.0;0.0;45.62408722365847;0.8003186440000001
1;0;10;0.7;21.82;5640.0;0.0;0.0;56.299465301573115;0.700236601
1;0;14;0.7;22.94;10440.0;0.0;0.0;57.10871181796504;0.20000587774999998
0;1;2;0.8;3.94;1440.0;0.0;0.0;69.44491198586067;0.8133712120000001
1;0;8;0.6;29.4;0.0;30.0;2.0;48.15048147397311;0.600982906
0;1;7;0.8;4.6;4200.0;0.0;0.0;51.70916097625045;0.999533333
0;1;4;0.75;3.94;2160.0;0.0;0.0;54.86666070946385;0.593055556
0;1;12;0.8;4.08;1080.0;0.0;0.0;42.35204051407986;0.8764444440000001
0;1;12;0.8;4.6;2160.0;0.0;0.0;43.36380532137775;0.922839506
1;0;10;0.65;18.22;0.0;35.0;1.0;29.421955244957783;0.302117347
1;0;7;0.8;25.9;10170.0;0.0;0.0;63.93700559025424;0.800128721
1;0;12;0.8;15.26;4080.0;0.0;0.0;56.37592434271698;0.8004019609999999
0;1;12;0.75;4.08;1080.0;0.0;0.0;50.4980819666602;0.6346666670000001
1;0;9;0.8;26.16;7080.0;0.0;0.0;37.21250985094893;0.850569492
1;0;14;0.65;26.66;6840.0;0.0;0.0;55.89355501702857;0.200144883
0;1;13;0.8;2.9;1440.0;0.0;0.0;70.17304649222766;0.999999
0;1;3;0.75;3.94;1620.0;0.0;0.0;53.03723273704972;0.961784512
1;0;14;0.7;30.33;3960.0;0.0;1.0;26.51838624636853;0.17501745275
1;0;2;0.8;22.52;6900.0;0.0;0.0;12.38631340160854;0.432122899
0;1;1;0.8;3.94;1200.0;0.0;0.0;44.15739878919918;0.870083333
1;0;4;0.6;22.4;5100.0;0.0;0.0;37.938621667465135;0.6003696860000001
1;0;12;0.8;11.61;2970.0;0.0;0.0;51.32966290871213;0.800313433
0;1;6;0.75;2.9;960.0;0.0;0.0;65.35365185140377;0.6283333329999999
0;1;2;0.8;3.94;2160.0;0.0;0.0;59.49944673480371;0.601944444
1;0;3;0.7;30.1;6960.0;0.0;1.0;85.09964312103875;0.700603448
1;0;14;0.8;22.52;7020.0;0.0;0.0;48.31781998532137;0.22503960125
0;1;10;0.8;3.94;5400.0;0.0;0.0;57.125195850034004;0.912766667
1;0;12;0.8;11.41;3660.0;0.0;0.0;49.36269762967754;0.8005704920000001
0;1;9;0.75;2.9;960.0;0.0;0.0;64.04867132850168;0.83375
1;0;7;0.7;30.1;600.0;0.0;1.0;49.06354230578267;0.7004598890000001
0;1;14;0.65;3.94;2400.0;0.0;0.0;44.53373111108763;0.12628205125
0;1;2;0.8;3.94;1800.0;0.0;0.0;33.7085253698529;0.9809090909999999
1;0;9;0.75;18.79;6240.0;0.0;0.0;78.14574465511741;0.750395513
0;1;11;0.8;2.9;960.0;0.0;0.0;56.70483981885448;0.755208333
1;0;14;0.6;26.66;6840.0;0.0;0.0;77.67328531317834;0.17500497075
0;1;3;0.5;5.13;2880.0;0.0;0.0;39.165035566409;0.81640625
1;0;6;0.7;23.41;4560.0;0.0;1.0;38.16419618323279;0.7002464909999999
1;0;11;0.8;11.41;3660.0;0.0;0.0;52.23857170928708;0.8005704920000001
1;0;10;0.7;21.82;3600.0;0.0;0.0;32.15401774310865;0.70013604
1;0;14;0.8;22.52;6900.0;0.0;0.0;51.04774497531396;0.25016782600000004
1;0;2;0.8;22.52;0.0;0.0;0.0;62.244323717003404;0.8999840579999999
0;1;14;0.8;3.94;1440.0;0.0;0.0;24.7999500212054;0.20427556824999998
1;0;14;0.5;22.94;10170.0;0.0;0.0;48.00173795044582;0.13749235725
0;1;12;0.8;4.6;1800.0;0.0;0.0;41.476750990075026;0.8995555559999999
0;1;7;0.7;3.94;960.0;0.0;0.0;62.31541976346202;0.779791667
1;0;9;0.8;29.12;6960.0;0.0;0.0;52.742939344359826;0.7999632179999999
0;1;11;0.8;4.15;900.0;0.0;0.0;32.88720980640868;0.5156060610000001
1;0;7;0.8;30.1;4080.0;0.0;1.0;37.71816583005083;0.800808642
1;0;9;0.8;26.16;10620.0;0.0;0.0;48.50904032841297;0.850502311
1;0;11;0.8;10.05;3240.0;0.0;0.0;53.65487173391368;0.750648148
1;0;12;0.8;11.61;4950.0;0.0;0.0;55.4472632415004;0.80003139
0;1;3;0.75;3.94;1440.0;0.0;0.0;47.94768922645135;0.895454545
0;1;11;0.8;4.15;1440.0;0.0;0.0;64.49231542851159;0.8174242420000001
0;1;7;0.8;2.9;1440.0;0.0;0.0;39.35114828966676;0.670075758
0;1;8;0.8;2.9;1440.0;0.0;0.0;49.43901410277772;0.683806818
1;0;12;0.8;15.26;4080.0;0.0;0.0;44.487769678401094;0.8004019609999999
0;1;14;0.8;5.13;3600.0;0.0;0.0;43.946035560062604;0.17753125
0;1;14;0.7;3.94;960.0;0.0;0.0;51.52972993480422;0.20171979175000002
1;0;3;0.8;22.52;6840.0;0.0;0.0;51.77395267054351;0.950185965
0;1;8;0.7;4.15;960.0;0.0;0.0;51.921577872901494;0.605208333
0;1;7;0.7;3.94;1200.0;0.0;0.0;62.53068379509559;0.971866667
0;1;4;0.8;4.3;1200.0;0.0;0.0;31.14353258361055;0.9890000000000001
1;0;11;0.35;14.61;7200.0;0.0;0.0;67.78596521150283;0.35003125
1;0;14;0.5;30.33;6720.0;0.0;1.0;45.633996738002125;0.09026785725
0;1;4;0.7;4.15;1800.0;0.0;0.0;26.9996449698907;0.7967555559999999
0;1;3;0.8;4.6;2400.0;0.0;0.0;48.74449137527184;0.900833333
1;0;8;0.75;29.4;6240.0;0.0;0.0;30.14079091973185;0.75075
0;1;14;0.8;3.94;2160.0;0.0;0.0;66.57875730276089;0.26449074075
1;0;3;0.6;30.1;6960.0;0.0;1.0;53.69012404878791;0.475718391
0;1;10;0.75;2.9;960.0;0.0;0.0;53.87824253607489;0.6283333329999999
1;0;2;0.8;28.08;6660.0;0.0;0.0;61.45092026728589;0.8002378379999999
0;1;9;0.8;3.94;1440.0;0.0;0.0;48.877972097552544;0.8581439390000001
1;0;3;0.75;29.4;5340.0;0.0;2.0;76.54714953332244;0.7501769909999999
1;0;14;0.75;22.94;6960.0;0.0;0.0;68.4798352236934;0.2000658045
0;1;14;0.75;3.94;1440.0;0.0;0.0;30.450493399363104;0.1445785985
0;1;13;0.8;4.6;3780.0;0.0;0.0;37.21176531354084;0.999999
0;1;9;0.8;3.94;960.0;0.0;0.0;54.32482195175598;0.23804166699999998
0;1;10;0.7;2.9;3360.0;0.0;0.0;66.04102922634561;0.41083333299999997
1;0;8;0.7;30.1;7080.0;10.0;2.0;63.832117157509074;0.621971751
1;0;13;0.7;15.26;6120.0;0.0;0.0;75.13966043887369;0.999999
0;1;3;0.8;4.6;1440.0;0.0;0.0;40.63747199587823;0.9519444440000001
0;1;7;0.8;2.9;1440.0;0.0;0.0;48.9731635506091;0.590435606
1;0;12;0.8;15.26;2880.0;0.0;0.0;61.65744225208754;0.8003552079999999
1;0;7;0.75;30.1;2280.0;0.0;1.0;6.961730627170354;0.75053268
1;0;2;0.65;30.33;6840.0;0.0;1.0;67.35265424516474;0.585315789
1;0;12;0.8;15.26;4080.0;0.0;0.0;55.03763293909716;0.8004019609999999
1;0;4;0.8;22.52;6780.0;0.0;0.0;42.72101899264677;0.850312684
0;1;2;0.7;3.94;15000.0;0.0;0.0;34.68759241147207;0.649662222
1;0;2;0.8;28.08;6900.0;0.0;0.0;45.31853569658672;0.800076522
1;0;2;0.5;22.94;9810.0;0.0;0.0;34.70236325383205;0.499998888
1;0;8;0.8;29.4;6840.0;0.0;0.0;37.29168288771796;0.433263158
1;0;11;0.75;11.61;3360.0;0.0;0.0;42.366925355549824;0.750503571
1;0;10;0.8;22.52;6720.0;0.0;0.0;57.039515905884706;0.900129762
0;1;12;0.8;5.13;1080.0;0.0;0.0;62.59000847678962;0.9025
0;1;4;0.75;4.3;2160.0;0.0;0.0;50.777323949987036;0.963699495
0;1;14;0.8;3.94;960.0;0.0;0.0;36.143934811404534;0.27703125
0;1;9;0.8;3.94;960.0;0.0;0.0;22.61143053753127;0.6074166670000001
1;0;2;0.7;30.33;4560.0;0.0;1.0;37.98485030434544;0.7002111109999999
1;0;13;0.8;11.61;2970.0;0.0;0.0;51.32966290871213;0.999999
0;1;2;0.75;3.94;1200.0;0.0;0.0;51.62371040785459;0.7879999999999999
1;0;14;0.5;15.28;5520.0;0.0;1.0;35.222785011139614;0.10103623199999999
1;0;6;0.7;23.41;4560.0;0.0;1.0;49.17821120064392;0.7002464909999999
1;0;10;0.7;22.52;10080.0;0.0;0.0;61.7759051855425;0.750057359
0;1;1;0.8;3.94;1920.0;0.0;0.0;37.642825086414504;0.961059028
1;0;6;0.65;23.41;4560.0;0.0;1.0;30.151218723797676;0.650962281
0;1;7;0.8;4.6;3360.0;0.0;0.0;51.43247463010489;0.350416667
1;0;13;0.8;15.26;4080.0;0.0;0.0;40.70253439296289;0.999999
0;1;14;0.8;3.94;2880.0;0.0;0.0;73.28607286457066;0.18183738425
1;0;12;0.35;15.26;6120.0;0.0;0.0;20.122262814612647;0.35021836
0;1;8;0.8;2.9;2400.0;0.0;0.0;39.77195359151153;0.594871795
1;0;1;0.7;22.94;10440.0;0.0;0.0;57.10871181796504;0.8000235109999999
1;0;9;0.8;29.12;6960.0;0.0;0.0;69.20038785344033;0.7999632179999999
0;1;11;0.75;2.9;5640.0;0.0;0.0;49.574190876607666;0.987880435
0;1;13;0.8;4.08;1080.0;0.0;0.0;36.98797816070591;0.999999
1;0;13;0.8;15.26;4080.0;0.0;0.0;34.403087277736276;0.999999
1;0;11;0.8;11.41;0.0;0.0;0.0;43.959889177177274;0.8007017540000001
1;0;1;0.7;26.82;6960.0;0.0;0.0;40.42895492801414;0.750651724
0;1;1;0.8;3.94;2160.0;0.0;0.0;42.93821987403507;0.985
1;0;11;0.7;14.89;10260.0;0.0;0.0;44.81321056571502;0.700170388
1;0;11;0.8;11.61;0.0;0.0;2.0;35.92714100714204;0.800779018
0;1;9;0.75;2.9;1800.0;0.0;0.0;60.721941089678225;0.505888889
1;0;3;0.8;30.1;3360.0;0.0;1.0;68.83478242959885;0.8005110679999999
1;0;6;0.8;11.61;5640.0;0.0;0.0;51.09210508708788;0.800537143
1;0;14;0.8;22.52;0.0;0.0;0.0;62.244323717003404;0.22499601449999998
1;0;14;0.8;22.52;0.0;0.0;0.0;36.612276889242096;0.25001644725
1;0;11;0.8;11.41;3420.0;0.0;0.0;55.650904668574725;0.800034503
0;1;8;0.65;3.9;960.0;0.0;0.0;52.96771154150331;0.560625
0;1;1;0.8;3.94;1440.0;0.0;0.0;48.550999609696824;0.664875
1;0;4;0.75;26.82;7080.0;0.0;0.0;48.07228529597493;0.750050847
